year,locationabbr,locationdesc,facilityname,city,clinic_status,topic,subtopic,data_value,clinicid,geolocation,year
2022,IL,Illinois,Northwestern Fertility and Reproductive Medicine,Chicago,Open,Clinic Services & Profile,Donated embryo services,Yes,390,POINT (-87.6208 41.8939),2022
2022,IL,Illinois,Northwestern Fertility and Reproductive Medicine,Chicago,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,390,POINT (-87.6208 41.8939),2022
2022,IL,Illinois,Northwestern Fertility and Reproductive Medicine,Chicago,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,390,POINT (-87.6208 41.8939),2022
2022,IL,Illinois,Northwestern Fertility and Reproductive Medicine,Chicago,Open,Clinic Services & Profile,Gestational carrier services,Yes,390,POINT (-87.6208 41.8939),2022
2022,IL,Illinois,Northwestern Fertility and Reproductive Medicine,Chicago,Open,Clinic Services & Profile,SART member,Yes,390,POINT (-87.6208 41.8939),2022
2022,IL,Illinois,Northwestern Fertility and Reproductive Medicine,Chicago,Open,Clinic Services & Profile,Verified lab accreditation,Yes,390,POINT (-87.6208 41.8939),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Total cycles,184,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Fertility preservation cycles,*,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Pregnancies,22,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Deliveries,12,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Total infants born,14,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Donor egg services,Yes,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Donated embryo services,No,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Gestational carrier services,Yes,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,SART member,Yes,391,POINT (-88.0108 41.8082),2022
2022,IL,Illinois,Midwest Fertility Center,Downers Grove,Open,Clinic Services & Profile,Verified lab accreditation,Yes,391,POINT (-88.0108 41.8082),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Total cycles,49,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Fertility preservation cycles,9,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Pregnancies,7,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Deliveries,7,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Total infants born,9,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Donor egg services,Yes,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Donated embryo services,Yes,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Gestational carrier services,Yes,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,SART member,Yes,392,POINT (-118.449 34.1585),2022
2022,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Verified lab accreditation,Yes,392,POINT (-118.449 34.1585),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Total cycles,1666,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Fertility preservation cycles,110,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Pregnancies,412,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Deliveries,317,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Total infants born,324,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Donor egg services,Yes,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Donated embryo services,Yes,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Gestational carrier services,Yes,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,SART member,Yes,394,POINT (-84.354 33.9036),2022
2022,GA,Georgia,Shady Grove Fertility-Atlanta,Atlanta,Open,Clinic Services & Profile,Verified lab accreditation,Yes,394,POINT (-84.354 33.9036),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Total cycles,477,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Fertility preservation cycles,17,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Pregnancies,163,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Deliveries,136,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Total infants born,144,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Donor egg services,Yes,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Donated embryo services,No,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Gestational carrier services,Yes,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,SART member,Yes,397,POINT (-89.5172 43.1006),2022
2022,WI,Wisconsin,University of Wisconsin-Generations Fertility Care,Middleton,Open,Clinic Services & Profile,Verified lab accreditation,Yes,397,POINT (-89.5172 43.1006),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Total cycles,1880,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Fertility preservation cycles,237,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Pregnancies,508,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Deliveries,434,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Total infants born,455,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Donor egg services,Yes,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Donated embryo services,Yes,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Gestational carrier services,Yes,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,SART member,Yes,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Verified lab accreditation,Yes,398,POINT (-75.1961 39.9568),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Total cycles,442,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Fertility preservation cycles,14,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Pregnancies,81,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Deliveries,61,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Total infants born,63,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Donor egg services,Yes,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Donated embryo services,Yes,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Gestational carrier services,Yes,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,SART member,Yes,409,POINT (-76.6053 40.9678),2022
2022,PA,Pennsylvania,Geisinger Medical Center Fertility Program,Danville,Open,Clinic Services & Profile,Verified lab accreditation,Yes,409,POINT (-76.6053 40.9678),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Total cycles,293,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Fertility preservation cycles,23,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Pregnancies,83,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Deliveries,70,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Total infants born,73,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Donor egg services,Yes,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Donated embryo services,Yes,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Gestational carrier services,Yes,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,SART member,Yes,410,POINT (-90.1223 32.3306),2022
2022,MS,Mississippi,"Mississippi Reproductive Medicine, PLLC",Flowood,Open,Clinic Services & Profile,Verified lab accreditation,Yes,410,POINT (-90.1223 32.3306),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Total cycles,455,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Fertility preservation cycles,6,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Pregnancies,156,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Deliveries,123,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Total infants born,139,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Donor egg services,Yes,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Donated embryo services,Yes,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Gestational carrier services,Yes,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,SART member,No,411,POINT (-123.092 44.0639),2022
2022,OR,Oregon,The Fertility Center of Oregon,Eugene,Open,Clinic Services & Profile,Verified lab accreditation,No,411,POINT (-123.092 44.0639),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Total cycles,467,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Fertility preservation cycles,*,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Pregnancies,129,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Deliveries,103,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Total infants born,105,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Donor egg services,Yes,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Donated embryo services,Yes,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Gestational carrier services,Yes,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,SART member,Yes,412,POINT (-74.396 40.5412),2022
2022,NJ,New Jersey,Center for Advanced Reproductive Medicine & Fertility,Edison,Open,Clinic Services & Profile,Verified lab accreditation,Yes,412,POINT (-74.396 40.5412),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Total cycles,324,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Fertility preservation cycles,5,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Pregnancies,81,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Deliveries,78,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Total infants born,79,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Donor egg services,Yes,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Donated embryo services,No,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Gestational carrier services,Yes,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,SART member,Yes,414,POINT (-73.2432 41.2274),2022
2022,CT,Connecticut,Park Avenue Fertility and Reproductive Medicine,Trumbull,Open,Clinic Services & Profile,Verified lab accreditation,Yes,414,POINT (-73.2432 41.2274),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Total cycles,127,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Fertility preservation cycles,0,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Pregnancies,41,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Deliveries,33,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Total infants born,40,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Donor egg services,Yes,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Donated embryo services,Yes,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Gestational carrier services,Yes,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,SART member,Yes,415,POINT (-122.95 47.0468),2022
2022,WA,Washington,"Olympia Women's Health, Olympia Fertility",Olympia,Open,Clinic Services & Profile,Verified lab accreditation,Yes,415,POINT (-122.95 47.0468),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Total cycles,11232,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Fertility preservation cycles,952,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Pregnancies,3671,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Deliveries,3095,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Total infants born,3132,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Donor egg services,Yes,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Donated embryo services,Yes,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Gestational carrier services,Yes,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,SART member,Yes,416,POINT (-74.5852 40.6473),2022
2022,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,Verified lab accreditation,Yes,416,POINT (-74.5852 40.6473),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Total cycles,347,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Fertility preservation cycles,8,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Pregnancies,98,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Deliveries,79,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Total infants born,85,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Donor egg services,Yes,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Donated embryo services,Yes,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Gestational carrier services,No,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,SART member,Yes,418,POINT (-79.9537 39.6627),2022
2022,WV,West Virginia,West Virginia University Center for Reproductive Medicine,Morgantown,Open,Clinic Services & Profile,Verified lab accreditation,Yes,418,POINT (-79.9537 39.6627),2022
2022,MD,Maryland,"Endrika Hinton, MD",Lutherville,Non-reporter,Clinic Services & Profile,Total cycles,,419,POINT (-76.6689 39.4203),2022
2022,MD,Maryland,"Endrika Hinton, MD",Lutherville,Non-reporter,Clinic Services & Profile,Fertility preservation cycles,,419,POINT (-76.6689 39.4203),2022
2022,MD,Maryland,"Endrika Hinton, MD",Lutherville,Non-reporter,Clinic Services & Profile,Pregnancies,,419,POINT (-76.6689 39.4203),2022
2022,MD,Maryland,"Endrika Hinton, MD",Lutherville,Non-reporter,Clinic Services & Profile,Deliveries,,419,POINT (-76.6689 39.4203),2022
2022,MD,Maryland,"Endrika Hinton, MD",Lutherville,Non-reporter,Clinic Services & Profile,Total infants born,,419,POINT (-76.6689 39.4203),2022
2022,MD,Maryland,"Endrika Hinton, MD",Lutherville,Non-reporter,Clinic Services & Profile,Donor egg services,,419,POINT (-76.6689 39.4203),2022
2022,MD,Maryland,"Endrika Hinton, MD",Lutherville,Non-reporter,Clinic Services & Profile,Donated embryo services,,419,POINT (-76.6689 39.4203),2022
2022,MD,Maryland,"Endrika Hinton, MD",Lutherville,Non-reporter,Clinic Services & Profile,Embryo cryopreservation services,,419,POINT (-76.6689 39.4203),2022
